Date,Open,High,Low,Close,Volume
2023-08-18,131.62,134.07,131.15,133.22,48469400
2023-08-21,133.74,135.19,132.71,134.68,41442500
2023-08-22,135.08,135.65,133.73,134.25,32935100
2023-08-23,134.5,135.95,133.22,135.52,42801000
2023-08-24,136.4,136.78,131.83,131.84,43646300
2023-08-25,132.47,133.87,130.58,133.26,44147500
2023-08-28,133.78,133.95,131.85,133.14,34108400
2023-08-29,133.38,135.14,133.25,134.91,38646100
2023-08-30,134.93,135.68,133.92,135.07,36137000
2023-08-31,135.06,138.79,135.0,138.01,58781300
2023-09-01,139.46,139.96,136.88,138.12,40948300
2023-09-05,137.73,137.8,135.82,137.27,40636700
2023-09-06,136.32,137.45,134.61,135.36,41785500
2023-09-07,133.9,138.03,133.16,137.85,48498900
2023-09-08,136.86,138.85,136.75,138.23,38348200
2023-09-11,138.75,143.62,138.64,143.1,56764500
2023-09-12,142.32,143.0,140.61,141.23,42668500
2023-09-13,140.95,144.98,140.87,144.85,60465200
2023-09-14,145.08,145.86,142.95,144.72,64033600
2023-09-15,142.69,143.57,140.09,140.39,102861700
2023-09-18,140.48,141.75,139.22,139.98,42823500
2023-09-19,138.7,138.84,135.56,137.63,61482500
2023-09-20,138.55,139.37,135.2,135.29,46263700
2023-09-21,131.94,132.24,129.31,129.33,70234800
2023-09-22,131.11,132.03,128.52,129.12,59904300
2023-09-25,129.36,131.78,128.77,131.27,46017800
2023-09-26,130.12,130.39,125.28,125.98,73048200
2023-09-27,125.76,127.48,124.13,125.98,66553400
2023-09-28,124.04,126.58,123.04,125.98,54555000
2023-09-29,128.2,129.15,126.32,127.12,62377600
2023-10-02,127.28,130.47,126.54,129.46,48029700
2023-10-03,128.06,128.52,124.25,124.72,51565000
2023-10-04,126.06,127.36,125.68,127.0,44203900
2023-10-05,126.71,126.73,124.33,125.96,39660600
2023-10-06,124.16,128.45,124.13,127.96,46795900
2023-10-09,126.22,128.79,124.76,128.26,38773700
2023-10-10,128.82,130.74,128.05,129.48,42178600
2023-10-11,129.74,132.05,129.61,131.83,40741800
2023-10-12,132.17,134.48,131.23,132.33,55528600
2023-10-13,132.98,133.31,128.95,129.79,45786600
2023-10-16,130.69,133.07,130.43,132.55,42832900
2023-10-17,130.39,132.58,128.71,131.47,49344600
2023-10-18,129.9,130.67,127.51,128.13,42699500
2023-10-19,130.57,132.24,127.47,128.4,60961400
2023-10-20,128.05,128.17,124.97,125.17,56343300
