Price,Close,High,Low,Open,Volume
Ticker,UBER,UBER,UBER,UBER,UBER
Date,,,,,
2024-11-01,73.25,74.1500015258789,72.25,73.94000244140625,33542200
2024-11-04,73.25,74.22000122070312,72.66000366210938,72.75,14949100
2024-11-05,74.1500015258789,74.33999633789062,73.23999786376953,73.55000305175781,12274600
2024-11-06,74.36000061035156,74.62000274658203,70.74099731445312,73.45500183105469,26410700
2024-11-07,73.12999725341797,76.4000015258789,72.73999786376953,76.0999984741211,24305900
2024-11-08,72.04000091552734,73.55999755859375,71.55500030517578,73.44000244140625,20152600
2024-11-11,71.6500015258789,73.0,71.33999633789062,72.6500015258789,22682200
2024-11-12,71.37000274658203,72.68000030517578,71.19999694824219,71.97000122070312,19439700
2024-11-13,71.16000366210938,72.08000183105469,70.55000305175781,71.52999877929688,15006000
2024-11-14,71.44000244140625,72.75,70.76000213623047,71.16000366210938,17372200
2024-11-15,73.25,73.62999725341797,71.76000213623047,72.0999984741211,23980900
2024-11-18,69.33000183105469,72.04000091552734,67.80000305175781,72.04000091552734,45238300
2024-11-19,69.12999725341797,69.5999984741211,68.19999694824219,68.51000213623047,22289100
2024-11-20,69.5999984741211,70.33000183105469,68.94999694824219,69.29000091552734,16656600
2024-11-21,69.63999938964844,70.87000274658203,68.80000305175781,70.25,25657700
2024-11-22,71.51000213623047,71.54000091552734,69.3499984741211,70.0,14874100
2024-11-25,73.41999816894531,73.55000305175781,71.83000183105469,72.5999984741211,17446600
2024-11-26,71.55999755859375,73.5,71.33999633789062,73.48999786376953,13704900
2024-11-27,71.62000274658203,72.69999694824219,71.01000213623047,72.05999755859375,12967800
2024-11-29,71.95999908447266,72.44000244140625,71.5199966430664,71.69999694824219,7348700
2024-12-02,73.06999969482422,73.44000244140625,71.47000122070312,71.93000030517578,11574600
2024-12-03,71.2699966430664,73.25,71.25,73.05999755859375,12760500
2024-12-04,72.16000366210938,72.4000015258789,70.6500015258789,71.4000015258789,17263100
2024-12-05,65.2300033569336,72.02999877929688,64.27999877929688,71.93000030517578,77320400
2024-12-06,66.08999633789062,67.0999984741211,65.19999694824219,66.44999694824219,36413200
2024-12-09,65.73999786376953,66.16999816894531,65.05999755859375,65.5,27602900
2024-12-10,64.95999908447266,65.76000213623047,64.63999938964844,65.66999816894531,23672900
2024-12-11,61.18000030517578,64.69499969482422,60.22999954223633,64.5,71089500
2024-12-12,61.40999984741211,63.540000915527344,61.25,63.165000915527344,45673200
2024-12-13,59.93000030517578,62.2599983215332,59.7400016784668,61.86000061035156,47325300
2024-12-16,60.25,61.29999923706055,60.119998931884766,60.310001373291016,38612400
2024-12-17,61.029998779296875,61.040000915527344,59.33000183105469,59.41999816894531,35025500
2024-12-18,61.22999954223633,63.939998626708984,60.849998474121094,61.38999938964844,46736700
2024-12-19,60.209999084472656,62.310001373291016,59.97999954223633,61.849998474121094,27811400
2024-12-20,60.72999954223633,61.38999938964844,59.75,60.084999084472656,26377700
2024-12-23,61.869998931884766,62.220001220703125,60.7599983215332,60.880001068115234,16093600
2024-12-24,61.709999084472656,61.97999954223633,60.880001068115234,61.970001220703125,7882500
2024-12-26,61.560001373291016,61.970001220703125,61.15999984741211,61.599998474121094,12659000
2024-12-27,61.130001068115234,61.2599983215332,60.02000045776367,61.18600082397461,13483600
2024-12-30,60.77000045776367,61.369998931884766,60.119998931884766,60.5099983215332,17709200
2024-12-31,60.31999969482422,61.099998474121094,60.16999816894531,61.0,14487300
2025-01-02,63.16999816894531,63.38999938964844,61.310001373291016,62.189998626708984,25899100
2025-01-03,64.58999633789062,65.22000122070312,63.439998626708984,63.689998626708984,28553800
2025-01-06,66.30999755859375,67.3499984741211,66.04000091552734,66.97000122070312,32980700
2025-01-07,66.1500015258789,68.83999633789062,65.94999694824219,68.48999786376953,35347800
2025-01-08,64.91000366210938,66.68000030517578,64.12000274658203,66.4000015258789,24523300
2025-01-10,65.97000122070312,66.5999984741211,63.959999084472656,64.5,30728800
2025-01-13,65.69999694824219,67.19499969482422,65.0199966430664,65.15499877929688,23960100
2025-01-14,64.83999633789062,66.80999755859375,64.62000274658203,66.16000366210938,25735800
2025-01-15,67.0199966430664,67.24500274658203,66.01000213623047,66.01000213623047,22704800
2025-01-16,68.58000183105469,69.58000183105469,67.63999938964844,67.75,29013100
2025-01-17,67.33999633789062,69.0199966430664,67.2300033569336,68.80000305175781,27139200
2025-01-21,67.73999786376953,68.18000030517578,66.8499984741211,68.0,21423600
2025-01-22,67.81999969482422,68.43000030517578,67.5,68.38999938964844,18130000
2025-01-23,68.30000305175781,68.37000274658203,67.23999786376953,67.5999984741211,15355400
2025-01-24,68.55999755859375,69.30999755859375,68.4000015258789,68.69000244140625,14360300
2025-01-27,68.7699966430664,69.41000366210938,67.37000274658203,67.63999938964844,20904600
2025-01-28,68.06999969482422,69.67500305175781,67.16200256347656,68.33000183105469,24988500
2025-01-29,66.75,68.05999755859375,65.81999969482422,67.80000305175781,29592600
2025-01-30,66.58999633789062,67.22200012207031,63.41999816894531,63.41999816894531,33246500
2025-01-31,66.8499984741211,67.87000274658203,66.33300018310547,67.08999633789062,19805600
2025-02-03,67.29000091552734,68.8499984741211,65.1780014038086,65.30000305175781,25290000
2025-02-04,69.75,70.19000244140625,67.69000244140625,67.69000244140625,33786200
2025-02-05,64.4800033569336,66.75,63.5,66.5,78975900
2025-02-06,69.98999786376953,70.05000305175781,65.54000091552734,65.66999816894531,45940200
2025-02-07,74.5999984741211,76.7750015258789,70.12999725341797,70.36000061035156,81813200
