Date,Open,High,Low,Close,Volume
2023-08-18,9.859999656677246,10.300000190734863,9.84000015258789,10.25,8337800.0
2023-08-19,,,,,
2023-08-20,,,,,
2023-08-21,10.28499984741211,10.444999694824219,10.130000114440918,10.390000343322754,6461200.0
2023-08-22,10.5,10.604999542236328,10.319999694824219,10.380000114440918,6452100.0
2023-08-23,10.390000343322754,10.600000381469727,10.335000038146973,10.5,6019400.0
2023-08-24,10.520000457763672,10.520000457763672,10.270000457763672,10.369999885559082,4885100.0
2023-08-25,10.380000114440918,10.600000381469727,10.329999923706055,10.539999961853027,4784400.0
2023-08-26,,,,,
2023-08-27,,,,,
2023-08-28,10.619999885559082,10.720000267028809,10.5,10.550000190734863,4881500.0
2023-08-29,10.475000381469727,11.079999923706055,10.449999809265137,11.020000457763672,9553700.0
2023-08-30,10.899999618530273,11.149999618530273,10.899999618530273,11.0600004196167,7218000.0
2023-08-31,11.100000381469727,11.164999961853027,10.765000343322754,10.890000343322754,28595700.0
2023-09-01,11.180000305175781,11.369999885559082,11.0600004196167,11.109999656677246,9240000.0
2023-09-02,,,,,
2023-09-03,,,,,
2023-09-04,,,,,
2023-09-05,11.0,11.020000457763672,10.65999984741211,10.819999694824219,9895100.0
2023-09-06,10.770000457763672,10.9350004196167,10.699999809265137,10.789999961853027,5866800.0
2023-09-07,10.609999656677246,10.770000457763672,10.52299976348877,10.739999771118164,4420300.0
2023-09-08,10.6899995803833,10.800000190734863,10.515000343322754,10.739999771118164,4874700.0
2023-09-09,,,,,
2023-09-10,,,,,
2023-09-11,10.819999694824219,10.899999618530273,10.710000038146973,10.84000015258789,5331800.0
2023-09-12,10.8100004196167,11.010000228881836,10.789999961853027,10.800000190734863,5042800.0
2023-09-13,10.760000228881836,10.810999870300293,10.59000015258789,10.619999885559082,4808500.0
2023-09-14,10.649999618530273,10.65999984741211,10.420000076293945,10.569999694824219,6470800.0
2023-09-15,10.470000267028809,10.694999694824219,10.430000305175781,10.670000076293945,8987000.0
2023-09-16,,,,,
2023-09-17,,,,,
2023-09-18,10.649999618530273,10.789999961853027,10.579999923706055,10.600000381469727,5412100.0
2023-09-19,10.579999923706055,10.600000381469727,10.359999656677246,10.470000267028809,4583700.0
2023-09-20,10.449999809265137,10.649999618530273,10.210000038146973,10.220000267028809,4883500.0
2023-09-21,10.010000228881836,10.020000457763672,9.819999694824219,9.829999923706055,7251000.0
2023-09-22,9.90999984741211,9.970000267028809,9.640000343322754,9.699999809265137,5370600.0
2023-09-23,,,,,
2023-09-24,,,,,
2023-09-25,9.569999694824219,9.770000457763672,9.550000190734863,9.680000305175781,3894800.0
2023-09-26,9.609999656677246,9.770000457763672,9.489999771118164,9.529999732971191,5751400.0
2023-09-27,9.640000343322754,9.770000457763672,9.4399995803833,9.569999694824219,4445700.0
2023-09-28,9.600000381469727,9.84000015258789,9.479999542236328,9.680000305175781,3848900.0
2023-09-29,9.84000015258789,10.010000228881836,9.6899995803833,9.8100004196167,4605000.0
2023-09-30,,,,,
2023-10-01,,,,,
2023-10-02,9.770000457763672,9.899999618530273,9.59000015258789,9.729999542236328,5825400.0
2023-10-03,9.619999885559082,9.779999732971191,9.489999771118164,9.529999732971191,4405500.0
2023-10-04,9.5,9.6899995803833,9.430000305175781,9.680000305175781,4485600.0
2023-10-05,9.569999694824219,9.819999694824219,9.489999771118164,9.729999542236328,4888500.0
2023-10-06,9.619999885559082,9.989999771118164,9.619999885559082,9.930000305175781,5124700.0
2023-10-07,,,,,
2023-10-08,,,,,
2023-10-09,9.819999694824219,9.960000038146973,9.71500015258789,9.869999885559082,3637400.0
2023-10-10,9.859999656677246,10.1899995803833,9.859999656677246,10.039999961853027,4895800.0
2023-10-11,10.050000190734863,10.180000305175781,9.680000305175781,9.720000267028809,6391400.0
2023-10-12,9.739999771118164,9.770000457763672,9.279999732971191,9.289999961853027,7034200.0
2023-10-13,9.300000190734863,9.364999771118164,9.119999885559082,9.140000343322754,5586000.0
2023-10-14,,,,,
2023-10-15,,,,,
2023-10-16,9.15999984741211,9.385000228881836,9.140000343322754,9.319999694824219,3913900.0
2023-10-17,9.220000267028809,9.640000343322754,9.220000267028809,9.600000381469727,6263900.0
2023-10-18,9.5,9.5600004196167,9.149999618530273,9.210000038146973,5151200.0
2023-10-19,9.239999771118164,9.239999771118164,8.960000038146973,8.970000267028809,5382500.0
2023-10-20,8.949999809265137,9.229999542236328,8.890000343322754,9.130000114440918,5344000.0
2023-10-21,,,,,
2023-10-22,,,,,
2023-10-23,9.050000190734863,9.390000343322754,8.972999572753906,9.170000076293945,5031500.0
2023-10-24,9.34000015258789,9.595000267028809,9.25,9.319999694824219,5658200.0
2023-10-25,9.210000038146973,9.289999961853027,9.010000228881836,9.029999732971191,5804800.0
2023-10-26,9.069999694824219,9.229999542236328,8.9399995803833,9.100000381469727,4447800.0
2023-10-27,9.199999809265137,9.199999809265137,8.890000343322754,8.899999618530273,4421200.0
2023-10-28,,,,,
2023-10-29,,,,,
2023-10-30,9.0,9.140000343322754,8.904999732971191,9.079999923706055,3914000.0
2023-10-31,9.119999885559082,9.15999984741211,9.045000076293945,9.140000343322754,3753200.0
2023-11-01,9.170000076293945,9.229999542236328,8.920000076293945,9.079999923706055,4146000.0
2023-11-02,9.1899995803833,9.505000114440918,9.1899995803833,9.479999542236328,7793500.0
2023-11-03,9.65999984741211,9.789999961853027,9.5600004196167,9.6899995803833,8830900.0
2023-11-04,,,,,
2023-11-05,,,,,
2023-11-06,9.779999732971191,9.819999694824219,9.520000457763672,9.59000015258789,4896600.0
2023-11-07,9.609999656677246,9.850000381469727,9.59000015258789,9.760000228881836,13420500.0
2023-11-08,8.78499984741211,8.899999618530273,8.279999732971191,8.364999771118164,27080200.0
2023-11-09,8.539999961853027,8.619999885559082,7.920000076293945,7.929999828338623,15764200.0
2023-11-10,8.0,8.300000190734863,7.989999771118164,8.229999542236328,10981400.0
2023-11-11,,,,,
2023-11-12,,,,,
2023-11-13,8.15999984741211,8.40999984741211,8.130000114440918,8.3100004196167,7994900.0
2023-11-14,8.550000190734863,8.710000038146973,8.449999809265137,8.5,10708700.0
