Date,Open,High,Low,Close,Volume
2024-11-01,407.3760993641267,413.8401634297127,405.87212177522963,408.73065185546875,24230400
2024-11-04,408.1629209153218,408.78046967487955,403.9498383507318,406.8282775878906,19672300
2024-11-05,406.73866209939297,413.24257521436044,406.4498120639611,409.8163146972656,17626000
2024-11-06,410.77248502778195,418.77040570560524,408.8800507986786,418.50146484375,26681800
2024-11-07,419.5971138468432,425.1448706929316,418.2027124984046,423.73052978515625,19901800
2024-11-08,423.6209440547306,424.7962229099081,420.095077093531,420.85205078125,16891400
2024-11-11,420.83211176857736,423.11297221775334,414.3381687204943,416.34014892578125,24503300
2024-11-12,416.57918414479684,422.744458901271,415.533390819855,421.340087890625,19401200
2024-11-13,419.9556884147255,427.61494119189337,416.5393671420712,423.50146484375,21502200
2024-11-14,423.30222788535474,426.4595778768523,418.3222016749388,425.1846923828125,30246900
2024-11-15,418.14294637599176,421.1110226744225,411.98764100476023,413.3421936035156,28247600
2024-11-18,413.21269235073834,416.72858966014985,410.45376875637714,414.0991516113281,24742000
2024-11-19,411.45973532284427,416.270457948444,409.90596948487496,416.1210632324219,18133500
2024-11-20,415.2046922657536,415.62302783332285,408.93981090505724,413.8302001953125,19191700
2024-11-21,418.6605301722443,418.9399686403921,409.4689690149979,412.0437927246094,20780200
2024-11-22,410.5467888521348,416.56472079906104,410.2374116400306,416.16552734375,24814600
2024-11-25,417.54278213072394,420.23736087052777,414.0198472532827,417.95196533203125,27691100
2024-11-26,418.75036014607525,428.18146205416855,418.01185069672323,427.133544921875,23458900
2024-11-27,424.2593075311874,426.37509083138485,421.17549451394376,422.1435546875,18332400
2024-11-29,419.24935840992123,424.0297817162198,416.9639323784013,422.61260986328125,16271900
2024-12-02,420.72641076442574,432.13353107658475,420.4669212999132,430.1175842285156,20207200
2024-12-03,428.9798333762607,431.60457529422956,426.88402964452257,430.3371276855469,18302000
2024-12-04,432.1634480898198,438.79017518476684,431.7642546343851,436.544677734375,26009400
2024-12-05,437.0436765362191,443.770179142923,435.2971785217715,441.7342529296875,21697800
2024-12-06,441.4148949698492,445.2073090094776,440.88595677867977,442.682373046875,18821000
2024-12-09,441.7143023543043,447.4328163406456,439.6184986530788,445.12744140625,19144400
2024-12-10,443.500747434082,448.7202622082635,440.71632196493806,442.4428405761719,18469500
2024-12-11,443.1614051498909,449.4488165759074,443.1614051498909,448.0915222167969,19200200
2024-12-12,448.2112581986308,455.24716851093444,448.2112581986308,448.6603698730469,20834800
2024-12-13,447.5426110314286,450.5266178755225,444.6883184556146,446.37493896484375,20177800
2024-12-16,446.37494735046533,451.27512549789225,444.38893932865295,450.6863098144531,23598800
2024-12-17,450.10748972576295,454.3789237624039,448.67036888572403,453.5505676269531,22733500
2024-12-18,450.4168569277278,451.7441820228141,436.1454548251872,436.5147399902344,24444500
2024-12-19,440.73626782337294,442.29314366547726,435.4468858542376,436.15545654296875,22963700
2024-12-20,432.2432815476765,442.85201454579715,427.7722660445124,435.726318359375,64263700
2024-12-23,435.86603695951885,436.7742196281346,431.96385754199804,434.3790283203125,19152500
2024-12-24,433.7802087154167,438.7203153724094,433.32113775673025,438.4508361816406,7164500
2024-12-26,438.20133650274425,440.0576302640168,435.7562575113133,437.2332763671875,8194200
2024-12-27,433.73031978660106,434.3490742197977,425.49682901810996,429.66845703125,18117700
2024-12-30,425.2074080072107,426.6944166190143,421.05572893712207,423.9798583984375,13158700
2024-12-31,425.24732556190753,425.8760697244736,419.81820926028456,420.6565246582031,13246500
2025-01-02,424.67847521686525,425.2174031564215,414.01985416103116,417.74237060546875,16896500
2025-01-03,420.2373611517797,423.1814700735548,418.7004647827294,422.5028381347656,16662900
2025-01-06,427.1435291929144,433.450889550372,424.6285829292995,426.99383544921875,20573600
2025-01-07,428.1415176926379,429.7882097463078,419.957914728963,421.5247802734375,18139100
2025-01-08,422.61261379874435,426.11559975123726,420.69647292951623,423.7104187011719,15054600
2025-01-10,423.7802594986814,423.86008600637365,414.1894746460312,418.11163330078125,20201100
2025-01-13,414.4090535363967,417.66253969684465,411.4649750549722,416.35516357421875,17604800
2025-01-14,416.9739281792526,418.9000587938386,409.89811945983064,414.8382263183594,16935900
2025-01-15,418.29128437786517,427.29322350331137,417.4329894853562,425.4569091796875,19637800
2025-01-16,427.84212760615685,428.6305247845027,423.5407549144398,423.7303466796875,15300000
2025-01-17,433.22135040368397,433.61058460419247,427.31321381371214,428.1714782714844,26197500
2025-01-21,429.33912735658424,430.03770829379437,424.7483264493822,427.64251708984375,26085700
2025-01-22,436.68440364505375,446.37496460039233,435.1275277712005,445.30712890625,27803800
2025-01-23,441.1155043659929,445.85599903960934,440.61650492666485,445.8160705566406,18389300
2025-01-24,444.2691915941594,445.7562002010948,440.5167060042179,443.17138671875,15549500
2025-01-27,423.16152296669173,434.32913308449037,422.6525337820519,433.6903991699219,35647800
2025-01-28,433.73032267022137,447.4827461239755,430.51676503368185,446.30511474609375,23491700
2025-01-29,445.79611510422404,445.98573732495043,439.51869372032735,441.44482421875,23581400
2025-01-30,417.9319804505241,422.0137922192137,412.33322134699057,414.1595458984375,54586300
2025-01-31,418.141600337115,419.84816997012905,414.0797374049759,414.22943115234375,34223400
2025-02-03,410.7763492208031,414.57872255523336,407.8422300476431,410.09771728515625,25679100
2025-02-04,411.86416676091864,413.09171636714575,408.9200578355856,411.5447998046875,20532100
2025-02-05,411.5248607564065,413.0018796658512,409.5787506797878,412.4629821777344,16316700
