Date,Open,High,Low,Close,Volume
2023-08-18,26636.08,26808.2,25668.92,26049.56,24026236529
2023-08-19,26047.83,26249.45,25802.41,26096.21,10631443812
2023-08-20,26096.86,26260.68,26004.31,26189.58,9036580420
2023-08-21,26188.69,26220.2,25846.09,26124.14,13371557893
2023-08-22,26130.75,26135.51,25520.73,26031.66,14503820706
2023-08-23,26040.47,26786.9,25805.0,26431.64,16985265785
2023-08-24,26431.52,26554.91,25914.93,26162.37,12871532023
2023-08-25,26163.68,26248.1,25786.81,26047.67,12406045118
2023-08-26,26047.23,26107.38,25983.88,26008.46,6034817316
2023-08-27,26008.24,26165.37,25965.1,26089.69,6913768611
2023-08-28,26089.62,26198.58,25880.6,26106.15,11002805166
2023-08-29,26102.49,28089.34,25912.63,27727.39,29368391712
2023-08-30,27726.08,27760.16,27069.21,27297.27,16343655235
2023-08-31,27301.93,27456.08,25752.93,25931.47,20181001451
2023-09-01,25934.02,26125.87,25362.61,25800.72,17202862221
2023-09-02,25800.91,25970.29,25753.09,25868.8,10100387473
2023-09-03,25869.47,26087.15,25817.03,25969.57,8962524523
2023-09-04,25968.17,26081.53,25657.03,25812.42,10680635106
2023-09-05,25814.96,25858.38,25589.99,25779.98,11094740040
2023-09-06,25783.93,25953.02,25404.36,25753.24,12752705327
2023-09-07,25748.31,26409.3,25608.2,26240.2,11088307100
2023-09-08,26245.21,26414.01,25677.48,25905.65,10817356400
2023-09-09,25905.43,25921.98,25810.49,25895.68,5481314132
2023-09-10,25895.21,25978.13,25640.26,25832.23,7899553047
2023-09-11,25831.71,25883.95,24930.3,25162.65,14600006467
2023-09-12,25160.66,26451.94,25133.08,25833.34,18657279324
2023-09-13,25837.55,26376.11,25781.12,26228.32,13072077070
2023-09-14,26228.28,26774.62,26171.45,26539.67,13811359124
2023-09-15,26533.82,26840.5,26240.7,26608.69,11479735788
2023-09-16,26606.2,26754.77,26473.89,26568.28,7402031417
2023-09-17,26567.93,26618.0,26445.07,26534.19,6774210670
2023-09-18,26532.99,27414.73,26415.52,26754.28,15615339655
2023-09-19,26760.85,27488.76,26681.61,27211.12,13807690550
2023-09-20,27210.23,27379.51,26864.08,27132.01,13281116604
2023-09-21,27129.84,27152.94,26389.3,26567.63,13371443708
2023-09-22,26564.06,26726.08,26495.53,26579.57,10578746709
2023-09-23,26578.56,26634.19,26520.52,26579.39,7404700301
2023-09-24,26579.37,26716.06,26221.05,26256.83,8192867686
2023-09-25,26253.78,26421.51,26011.47,26298.48,11997833257
2023-09-26,26294.76,26389.88,26090.71,26217.25,9985498161
2023-09-27,26209.5,26817.84,26111.46,26352.72,11718380997
2023-09-28,26355.81,27259.5,26327.32,27021.55,14079002707
2023-09-29,27024.84,27225.94,26721.76,26911.72,10396435377
2023-09-30,26911.69,27091.79,26888.97,26967.92,5331172801
2023-10-01,26967.4,28047.24,26965.09,27983.75,9503917434
2023-10-02,27976.8,28494.46,27347.79,27530.79,19793041322
2023-10-03,27508.25,27667.19,27216.0,27429.98,11407814187
2023-10-04,27429.07,27826.66,27248.11,27799.39,11143355314
2023-10-05,27798.65,28091.86,27375.6,27415.91,11877253670
2023-10-06,27412.12,28252.54,27215.55,27946.6,13492391599
2023-10-07,27946.78,28028.09,27870.42,27968.84,6553044316
2023-10-08,27971.68,28102.17,27740.66,27935.09,7916875290
2023-10-09,27934.47,27989.47,27302.56,27583.68,12007668568
2023-10-10,27589.2,27715.85,27301.65,27391.02,9973350678
2023-10-11,27392.08,27474.12,26561.1,26873.32,13648094333
2023-10-12,26873.29,26921.44,26558.32,26756.8,9392909295
2023-10-13,26752.88,27092.7,26686.32,26862.38,15165312851
2023-10-14,26866.2,26969.0,26814.59,26861.71,5388116782
2023-10-15,26858.01,27289.17,26817.89,27159.65,7098201980
2023-10-16,27162.63,29448.14,27130.47,28519.47,27833876539
2023-10-17,28522.1,28618.75,28110.19,28415.75,14872527508
2023-10-18,28413.53,28889.01,28174.25,28328.34,12724128586
2023-10-19,28332.42,28892.47,28177.99,28719.81,14448058195
2023-10-20,28732.81,30104.09,28601.67,29682.95,21536125230
2023-10-21,29683.38,30287.48,29481.75,29918.41,11541146996
2023-10-22,29918.65,30199.43,29720.31,29993.9,10446520040
2023-10-23,30140.69,34370.44,30097.83,33086.23,38363572311
2023-10-24,33077.3,35150.43,32880.76,33901.53,44934999645
2023-10-25,33916.04,35133.76,33709.11,34502.82,25254318008
2023-10-26,34504.29,34832.91,33762.32,34156.65,19427195376
2023-10-27,34156.5,34238.21,33416.89,33909.8,16418032871
2023-10-28,33907.72,34399.39,33874.8,34089.57,10160330825
2023-10-29,34089.37,34743.26,33947.57,34538.48,11160323986
2023-10-30,34531.74,34843.93,34110.97,34502.36,17184860315
2023-10-31,34500.08,34719.25,34083.31,34667.78,15758270810
2023-11-01,34657.27,35527.93,34170.69,35437.25,22446272005
2023-11-02,35441.58,35919.84,34401.57,34938.24,20998158544
2023-11-03,34942.47,34942.47,34133.44,34732.32,17158456701
2023-11-04,34736.32,35256.03,34616.69,35082.2,9561294264
2023-11-05,35090.01,35340.34,34594.24,35049.36,12412743996
2023-11-06,35044.79,35286.03,34765.36,35037.37,12693436420
2023-11-07,35047.79,35892.42,34545.82,35443.56,18834737789
2023-11-08,35419.48,35994.42,35147.8,35655.28,17295394918
2023-11-09,35633.63,37926.26,35592.1,36693.12,37762672382
2023-11-10,36702.25,37493.8,36362.75,37313.97,22711265155
2023-11-11,37310.07,37407.09,36773.67,37138.05,13924272142
2023-11-12,37133.99,37227.69,36779.12,37054.52,11545715999
2023-11-13,37070.3,37405.12,36399.61,36502.36,19057712790
2023-11-14,36491.79,36753.35,34948.5,35537.64,23857403554
2023-11-15,35548.11,37964.89,35383.78,37880.58,27365821679
2023-11-16,37879.98,37934.62,35545.47,36154.77,26007385366
2023-11-17,36164.82,36704.48,35901.23,36596.68,22445028430
2023-11-18,36625.37,36839.28,36233.31,36585.7,11886022717
2023-11-19,36585.77,37509.36,36414.6,37386.55,12915986553
2023-11-20,37374.07,37756.82,36882.53,37476.96,20888209068
2023-11-21,37469.16,37631.14,35813.81,35813.81,25172163756
2023-11-22,35756.55,37856.98,35670.97,37432.34,24397247860
2023-11-23,37420.43,37643.92,36923.86,37289.62,14214948217
2023-11-24,37296.32,38415.34,37261.61,37720.28,22922957823
2023-11-25,37721.41,37892.43,37617.42,37796.79,9099571165
2023-11-26,37796.83,37820.3,37162.75,37479.12,13744796068
2023-11-27,37454.19,37559.36,36750.13,37254.17,19002925720
2023-11-28,37247.99,38368.48,36891.09,37831.09,21696137014
2023-11-29,37826.11,38366.11,37612.63,37858.49,20728546658
2023-11-30,37861.12,38141.75,37531.14,37712.75,18115982627
2023-12-01,37718.01,38954.11,37629.36,38688.75,23512784002
2023-12-02,38689.28,39678.94,38652.59,39476.33,15534035612
2023-12-03,39472.21,40135.61,39298.16,39978.39,15769696322
2023-12-04,39978.63,42371.75,39978.63,41980.1,39856129827
2023-12-05,41986.27,44408.66,41421.15,44080.65,36312154535
2023-12-06,44080.02,44265.77,43478.08,43746.45,29909761586
2023-12-07,43769.13,44042.59,42880.65,43292.66,27635760671
2023-12-08,43293.14,44705.52,43125.3,44166.6,24421116687
2023-12-09,44180.02,44361.26,43627.6,43725.98,17368210171
2023-12-10,43728.38,44034.62,43593.29,43779.7,13000481418
2023-12-11,43792.02,43808.38,40234.58,41243.83,40632672038
2023-12-12,41238.73,42048.3,40667.56,41450.22,24779520132
2023-12-13,41468.46,43429.78,40676.87,42890.74,26797884674
2023-12-14,42884.26,43390.86,41767.09,43023.97,25578530178
2023-12-15,43028.25,43087.82,41692.97,41929.76,19639442462
2023-12-16,41937.74,42664.95,41723.11,42240.12,14386729590
2023-12-17,42236.11,42359.5,41274.54,41364.66,16678702876
2023-12-18,41348.2,42720.3,40530.26,42623.54,25224642008
2023-12-19,42641.51,43354.3,41826.34,42270.53,23171001281
2023-12-20,42261.3,44275.59,42223.82,43652.25,27868908174
2023-12-21,43648.12,44240.67,43330.05,43869.15,22452766169
2023-12-22,43868.99,44367.96,43441.97,43997.9,21028503216
2023-12-23,44012.2,44015.7,43351.36,43739.54,13507796558
2023-12-24,43728.37,43945.52,42786.92,43016.12,18830554085
2023-12-25,43010.57,43765.09,42765.77,43613.14,21115795370
2023-12-26,43599.85,43603.18,41676.49,42520.4,30026850982
2023-12-27,42518.47,43683.16,42167.58,43442.86,25260941032
2023-12-28,43468.2,43804.78,42318.55,42627.86,22992093014
2023-12-29,42614.64,43124.32,41424.06,42099.4,26000021055
2023-12-30,42091.75,42584.12,41556.23,42156.9,16013925945
2023-12-31,42152.1,42860.94,41998.25,42265.19,16397498810
2024-01-01,42280.23,44175.44,42214.98,44167.33,18426978443
2024-01-02,44187.14,45899.71,44176.95,44957.97,39335274536
2024-01-03,44961.6,45503.24,40813.54,42848.18,46342323118
2024-01-04,42855.82,44770.02,42675.18,44179.92,30448091210
2024-01-05,44192.98,44353.29,42784.72,44162.69,32336029347
2024-01-06,44178.95,44227.63,43475.16,43989.2,16092503468
2024-01-07,43998.46,44495.57,43662.23,43943.1,19330573863
2024-01-08,43948.71,47218.0,43244.08,46970.5,42746192015
2024-01-09,46987.64,47893.7,45244.71,46139.73,39821290992
2024-01-10,46121.54,47647.22,44483.15,46627.78,50114613298
2024-01-11,46656.07,48969.37,45678.64,46368.59,45833734549
2024-01-12,46354.79,46498.14,41903.77,42853.17,43332698900
2024-01-13,42799.45,43234.66,42464.14,42842.38,20601860469
2024-01-14,42842.26,43065.6,41724.61,41796.27,17521429522
